cycle,state,modeldate,candidate_name,pct_estimate,candidate_name_normalized
2000,Indiana,2000-11-07,George W. Bush,54.286509,GEORGE BUSH
2000,Indiana,2000-11-07,Ralph Nader,1.3983096,RALPH NADER
2000,Iowa,2000-11-07,Al Gore,44.900912,AL GORE
2000,Iowa,2000-11-07,George W. Bush,44.551661,GEORGE BUSH
2000,Iowa,2000-11-07,Ralph Nader,3.1811172,RALPH NADER
2000,Kansas,2000-11-07,Al Gore,35.187645,AL GORE
2000,Kansas,2000-11-07,George W. Bush,55.32072,GEORGE BUSH
2000,Kansas,2000-11-07,Ralph Nader,3.068364,RALPH NADER
2000,Kentucky,2000-11-07,Al Gore,40.641904,AL GORE
2000,Kentucky,2000-11-07,George W. Bush,53.664979,GEORGE BUSH
2000,Kentucky,2000-11-07,Ralph Nader,2.8471458,RALPH NADER
2000,Louisiana,2000-11-07,Al Gore,39.244476,AL GORE
2000,Louisiana,2000-11-07,George W. Bush,46.784041,GEORGE BUSH
2000,Louisiana,2000-11-07,Ralph Nader,1.4051652,RALPH NADER
2000,Maine,2000-11-07,Al Gore,45.534507,AL GORE
2000,Maine,2000-11-07,George W. Bush,41.147452,GEORGE BUSH
2000,Maine,2000-11-07,Ralph Nader,5.1328309,RALPH NADER
2000,Maryland,2000-11-07,Al Gore,52.162341,AL GORE
2000,Maryland,2000-11-07,George W. Bush,39.572493,GEORGE BUSH
2000,Maryland,2000-11-07,Ralph Nader,3.9028716,RALPH NADER
2000,Massachusetts,2000-11-07,Al Gore,55.10759,AL GORE
2000,Massachusetts,2000-11-07,George W. Bush,30.392158,GEORGE BUSH
2000,Massachusetts,2000-11-07,Ralph Nader,6.6856065,RALPH NADER
2000,Michigan,2000-11-07,Al Gore,46.399564,AL GORE
2000,Michigan,2000-11-07,George W. Bush,44.233336,GEORGE BUSH
2000,Michigan,2000-11-07,Ralph Nader,3.5123997,RALPH NADER
2000,Minnesota,2000-11-07,Al Gore,44.708419,AL GORE
2000,Minnesota,2000-11-07,George W. Bush,40.992023,GEORGE BUSH
2000,Minnesota,2000-11-07,Ralph Nader,7.9563911,RALPH NADER
2000,Mississippi,2000-11-07,Al Gore,38.42805,AL GORE
2000,Mississippi,2000-11-07,George W. Bush,51.97967,GEORGE BUSH
2000,Mississippi,2000-11-07,Ralph Nader,0.98615866,RALPH NADER
2000,Missouri,2000-11-07,Al Gore,45.054595,AL GORE
2000,Missouri,2000-11-07,George W. Bush,47.857597,GEORGE BUSH
2000,Missouri,2000-11-07,Ralph Nader,2.6829888,RALPH NADER
2000,Montana,2000-11-07,Al Gore,32.346911,AL GORE
2000,Montana,2000-11-07,George W. Bush,52.987474,GEORGE BUSH
2000,Montana,2000-11-07,Ralph Nader,4.823346,RALPH NADER
2000,National,2000-11-07,Al Gore,43.323453,AL GORE
2000,National,2000-11-07,George W. Bush,46.945554,GEORGE BUSH
2000,National,2000-11-07,Ralph Nader,3.7936984,RALPH NADER
2000,Nebraska,2000-11-07,Al Gore,34.333161,AL GORE
2000,Nebraska,2000-11-07,George W. Bush,57.045983,GEORGE BUSH
2000,Nebraska,2000-11-07,Ralph Nader,2.6156053,RALPH NADER
2000,Nevada,2000-11-07,Al Gore,43.036997,AL GORE
2000,Nevada,2000-11-07,George W. Bush,48.091576,GEORGE BUSH
2000,Nevada,2000-11-07,Ralph Nader,3.0117374,RALPH NADER
2000,New Hampshire,2000-11-07,Al Gore,41.003838,AL GORE
2000,New Hampshire,2000-11-07,George W. Bush,45.458147,GEORGE BUSH
2000,New Hampshire,2000-11-07,Ralph Nader,5.6716163,RALPH NADER
2000,New Jersey,2000-11-07,Al Gore,48.682663,AL GORE
2000,New Jersey,2000-11-07,George W. Bush,39.27333,GEORGE BUSH
2000,New Jersey,2000-11-07,Ralph Nader,4.879953,RALPH NADER
2000,New Mexico,2000-11-07,Al Gore,44.723852,AL GORE
2000,New Mexico,2000-11-07,George W. Bush,43.909975,GEORGE BUSH
2000,New Mexico,2000-11-07,Ralph Nader,4.7819596,RALPH NADER
2000,New York,2000-11-07,Al Gore,52.79625,AL GORE
2000,New York,2000-11-07,George W. Bush,35.993062,GEORGE BUSH
2000,New York,2000-11-07,Ralph Nader,5.5125696,RALPH NADER
2000,North Carolina,2000-11-07,Al Gore,41.733597,AL GORE
2000,North Carolina,2000-11-07,George W. Bush,51.50862,GEORGE BUSH
2000,North Carolina,2000-11-07,Ralph Nader,1.1170464,RALPH NADER
2000,North Dakota,2000-11-07,Al Gore,34.51015,AL GORE
2000,North Dakota,2000-11-07,George W. Bush,49.776534,GEORGE BUSH
2000,North Dakota,2000-11-07,Ralph Nader,1.9845407,RALPH NADER
2000,Ohio,2000-11-07,Al Gore,42.433913,AL GORE
2000,Ohio,2000-11-07,George W. Bush,49.96599,GEORGE BUSH
2000,Ohio,2000-11-07,Ralph Nader,3.6587715,RALPH NADER
2000,Oklahoma,2000-11-07,Al Gore,37.20398,AL GORE
2000,Oklahoma,2000-11-07,George W. Bush,56.07913,GEORGE BUSH
2000,Oklahoma,2000-11-07,Ralph Nader,0.9712999,RALPH NADER
2000,Oregon,2000-11-07,Al Gore,44.507462,AL GORE
2000,Oregon,2000-11-07,George W. Bush,44.46683,GEORGE BUSH
2000,Oregon,2000-11-07,Ralph Nader,6.5044911,RALPH NADER
2000,Pennsylvania,2000-11-07,Al Gore,46.367906,AL GORE
2000,Pennsylvania,2000-11-07,George W. Bush,44.667289,GEORGE BUSH
2000,Pennsylvania,2000-11-07,Ralph Nader,4.1448676,RALPH NADER
2000,Rhode Island,2000-11-07,Al Gore,52.319718,AL GORE
2000,Rhode Island,2000-11-07,George W. Bush,30.375767,GEORGE BUSH
2000,Rhode Island,2000-11-07,Ralph Nader,6.0979798,RALPH NADER
2000,South Carolina,2000-11-07,Al Gore,38.884246,AL GORE
2000,South Carolina,2000-11-07,George W. Bush,53.182232,GEORGE BUSH
2000,South Carolina,2000-11-07,Ralph Nader,1.6038655,RALPH NADER
2000,South Dakota,2000-11-07,Al Gore,33.539587,AL GORE
2000,South Dakota,2000-11-07,George W. Bush,54.262924,GEORGE BUSH
2000,Tennessee,2000-11-07,Al Gore,46.032948,AL GORE
2000,Tennessee,2000-11-07,George W. Bush,47.999213,GEORGE BUSH
2000,Tennessee,2000-11-07,Ralph Nader,1.8796737,RALPH NADER
2000,Texas,2000-11-07,Al Gore,32.296191,AL GORE
2000,Texas,2000-11-07,George W. Bush,59.714643,GEORGE BUSH
2000,Texas,2000-11-07,Ralph Nader,2.6257624,RALPH NADER
2000,Utah,2000-11-07,Al Gore,24.619824,AL GORE
2000,Utah,2000-11-07,George W. Bush,62.430116,GEORGE BUSH
2000,Utah,2000-11-07,Ralph Nader,4.5047955,RALPH NADER
2000,Vermont,2000-11-07,Al Gore,46.85579,AL GORE
2000,Vermont,2000-11-07,George W. Bush,37.134771,GEORGE BUSH
2000,Vermont,2000-11-07,Ralph Nader,5.9092938,RALPH NADER
2000,Virginia,2000-11-07,Al Gore,42.210553,AL GORE
2000,Virginia,2000-11-07,George W. Bush,50.5424,GEORGE BUSH
2000,Virginia,2000-11-07,Ralph Nader,2.8479833,RALPH NADER
2000,Washington,2000-11-07,Al Gore,45.177247,AL GORE
2000,Washington,2000-11-07,George W. Bush,45.010895,GEORGE BUSH
2000,Washington,2000-11-07,Ralph Nader,5.4131785,RALPH NADER
2000,West Virginia,2000-11-07,Al Gore,42.258471,AL GORE
2000,West Virginia,2000-11-07,George W. Bush,46.980171,GEORGE BUSH
2000,West Virginia,2000-11-07,Ralph Nader,2.3135891,RALPH NADER
2000,Wisconsin,2000-11-07,Al Gore,43.910057,AL GORE
2000,Wisconsin,2000-11-07,George W. Bush,46.196795,GEORGE BUSH
2000,Wisconsin,2000-11-07,Ralph Nader,5.2633836,RALPH NADER
2000,Wyoming,2000-11-07,Al Gore,29.687844,AL GORE
2000,Wyoming,2000-11-07,George W. Bush,58.700252,GEORGE BUSH
2004,Alabama,2004-11-02,George W. Bush,56.778493,GEORGE BUSH
2004,Alabama,2004-11-02,John Kerry,35.153022,JOHN KERRY
2004,Alaska,2004-11-02,George W. Bush,57.311515,GEORGE BUSH
2004,Alaska,2004-11-02,John Kerry,31.118299,JOHN KERRY
2004,Arizona,2004-11-02,George W. Bush,51.647917,GEORGE BUSH
2004,Arizona,2004-11-02,John Kerry,42.353901,JOHN KERRY
2004,Arkansas,2004-11-02,George W. Bush,49.875212,GEORGE BUSH
2004,Arkansas,2004-11-02,John Kerry,46.05477,JOHN KERRY
2004,California,2004-11-02,George W. Bush,41.651258,GEORGE BUSH
2004,California,2004-11-02,John Kerry,52.385393,JOHN KERRY
2004,Colorado,2004-11-02,George W. Bush,49.588063,GEORGE BUSH
2004,Colorado,2004-11-02,John Kerry,45.309328,JOHN KERRY
2004,Connecticut,2004-11-02,George W. Bush,39.587914,GEORGE BUSH
2004,Connecticut,2004-11-02,John Kerry,50.968638,JOHN KERRY
2004,Delaware,2004-11-02,George W. Bush,40.418493,GEORGE BUSH
2004,Delaware,2004-11-02,John Kerry,47.686023,JOHN KERRY
2004,Florida,2004-11-02,George W. Bush,47.942048,GEORGE BUSH
2004,Florida,2004-11-02,John Kerry,47.364931,JOHN KERRY
2004,Georgia,2004-11-02,George W. Bush,54.186477,GEORGE BUSH
2004,Georgia,2004-11-02,John Kerry,41.540177,JOHN KERRY
2004,Hawaii,2004-11-02,George W. Bush,43.339587,GEORGE BUSH
2004,Hawaii,2004-11-02,John Kerry,45.794949,JOHN KERRY
2004,Idaho,2004-11-02,George W. Bush,57.587887,GEORGE BUSH
2004,Idaho,2004-11-02,John Kerry,27.835825,JOHN KERRY
2004,Illinois,2004-11-02,George W. Bush,42.901402,GEORGE BUSH
2004,Illinois,2004-11-02,John Kerry,51.746566,JOHN KERRY
2004,Indiana,2004-11-02,George W. Bush,57.262583,GEORGE BUSH
2004,Indiana,2004-11-02,John Kerry,36.95455,JOHN KERRY
2004,Iowa,2004-11-02,George W. Bush,47.417262,GEORGE BUSH
2004,Iowa,2004-11-02,John Kerry,46.264535,JOHN KERRY
2004,Kansas,2004-11-02,George W. Bush,58.554502,GEORGE BUSH
2004,Kansas,2004-11-02,John Kerry,34.482297,JOHN KERRY
2004,Kentucky,2004-11-02,George W. Bush,57.102233,GEORGE BUSH
2004,Kentucky,2004-11-02,John Kerry,38.181241,JOHN KERRY
2004,Louisiana,2004-11-02,George W. Bush,52.1351,GEORGE BUSH
2004,Louisiana,2004-11-02,John Kerry,35.99788,JOHN KERRY
2004,Maine,2004-11-02,George W. Bush,42.705837,GEORGE BUSH
2004,Maine,2004-11-02,John Kerry,50.048318,JOHN KERRY
2004,Maryland,2004-11-02,George W. Bush,41.272267,GEORGE BUSH
2004,Maryland,2004-11-02,John Kerry,53.865381,JOHN KERRY
2004,Massachusetts,2004-11-02,George W. Bush,31.493788,GEORGE BUSH
2004,Massachusetts,2004-11-02,John Kerry,57.661592,JOHN KERRY
2004,Michigan,2004-11-02,George W. Bush,45.029846,GEORGE BUSH
2004,Michigan,2004-11-02,John Kerry,48.691046,JOHN KERRY
2004,Minnesota,2004-11-02,George W. Bush,45.162146,GEORGE BUSH
2004,Minnesota,2004-11-02,John Kerry,48.248413,JOHN KERRY
2004,Mississippi,2004-11-02,George W. Bush,54.250916,GEORGE BUSH
2004,Mississippi,2004-11-02,John Kerry,37.824067,JOHN KERRY
2004,Missouri,2004-11-02,George W. Bush,51.235948,GEORGE BUSH
2004,Missouri,2004-11-02,John Kerry,45.337555,JOHN KERRY
2004,Montana,2004-11-02,George W. Bush,56.754379,GEORGE BUSH
2004,Montana,2004-11-02,John Kerry,33.714633,JOHN KERRY
2004,National,2004-11-02,George W. Bush,48.604056,GEORGE BUSH
2004,National,2004-11-02,John Kerry,46.982615,JOHN KERRY
2004,Nebraska,2004-11-02,George W. Bush,61.015127,GEORGE BUSH
2004,Nebraska,2004-11-02,John Kerry,31.525627,JOHN KERRY
2004,Nevada,2004-11-02,George W. Bush,50.325923,GEORGE BUSH
2004,Nevada,2004-11-02,John Kerry,45.188758,JOHN KERRY
2004,New Hampshire,2004-11-02,George W. Bush,46.451957,GEORGE BUSH
2004,New Hampshire,2004-11-02,John Kerry,48.624872,JOHN KERRY
2004,New Jersey,2004-11-02,George W. Bush,41.803173,GEORGE BUSH
2004,New Jersey,2004-11-02,John Kerry,48.995247,JOHN KERRY
2004,New Mexico,2004-11-02,George W. Bush,48.429972,GEORGE BUSH
2004,New Mexico,2004-11-02,John Kerry,44.911481,JOHN KERRY
2004,New York,2004-11-02,George W. Bush,38.15427,GEORGE BUSH
2004,New York,2004-11-02,John Kerry,54.340684,JOHN KERRY
2004,North Carolina,2004-11-02,George W. Bush,51.6375,GEORGE BUSH
2004,North Carolina,2004-11-02,John Kerry,43.381614,JOHN KERRY
2004,North Dakota,2004-11-02,George W. Bush,58.542749,GEORGE BUSH
2004,North Dakota,2004-11-02,John Kerry,33.772825,JOHN KERRY
2004,Ohio,2004-11-02,George W. Bush,47.935848,GEORGE BUSH
2004,Ohio,2004-11-02,John Kerry,47.973979,JOHN KERRY
2004,Oklahoma,2004-11-02,George W. Bush,62.178045,GEORGE BUSH
2004,Oklahoma,2004-11-02,John Kerry,32.688553,JOHN KERRY
2004,Oregon,2004-11-02,George W. Bush,45.281829,GEORGE BUSH
2004,Oregon,2004-11-02,John Kerry,50.530961,JOHN KERRY
2004,Pennsylvania,2004-11-02,George W. Bush,47.365677,GEORGE BUSH
2004,Pennsylvania,2004-11-02,John Kerry,48.729059,JOHN KERRY
2004,Rhode Island,2004-11-02,George W. Bush,36.35829,GEORGE BUSH
2004,Rhode Island,2004-11-02,John Kerry,54.849934,JOHN KERRY
2004,South Carolina,2004-11-02,George W. Bush,54.899186,GEORGE BUSH
2004,South Carolina,2004-11-02,John Kerry,39.155158,JOHN KERRY
2004,South Dakota,2004-11-02,George W. Bush,54.363716,GEORGE BUSH
2004,South Dakota,2004-11-02,John Kerry,37.609466,JOHN KERRY
2004,Tennessee,2004-11-02,George W. Bush,54.39388,GEORGE BUSH
2004,Tennessee,2004-11-02,John Kerry,42.342747,JOHN KERRY
2004,Texas,2004-11-02,George W. Bush,58.493298,GEORGE BUSH
2004,Texas,2004-11-02,John Kerry,35.652891,JOHN KERRY
2004,Utah,2004-11-02,George W. Bush,68.299947,GEORGE BUSH
2004,Utah,2004-11-02,John Kerry,24.109276,JOHN KERRY
2004,Vermont,2004-11-02,George W. Bush,40.149375,GEORGE BUSH
2004,Vermont,2004-11-02,John Kerry,49.357665,JOHN KERRY
2004,Virginia,2004-11-02,George W. Bush,49.767129,GEORGE BUSH
2004,Virginia,2004-11-02,John Kerry,43.916727,JOHN KERRY
2004,Washington,2004-11-02,George W. Bush,45.356803,GEORGE BUSH
2004,Washington,2004-11-02,John Kerry,51.681792,JOHN KERRY
2004,West Virginia,2004-11-02,George W. Bush,50.819612,GEORGE BUSH
2004,West Virginia,2004-11-02,John Kerry,44.495975,JOHN KERRY
2004,Wisconsin,2004-11-02,George W. Bush,48.105038,GEORGE BUSH
2004,Wisconsin,2004-11-02,John Kerry,46.387916,JOHN KERRY
2008,Alabama,2008-11-04,Barack Obama,35.858475,BARACK OBAMA
2008,Alabama,2008-11-04,John McCain,58.282539,JOHN MCCAIN
2008,Alaska,2008-11-04,Barack Obama,41.419908,BARACK OBAMA
2008,Alaska,2008-11-04,John McCain,55.604341,JOHN MCCAIN
2008,Arizona,2008-11-04,Barack Obama,45.233846,BARACK OBAMA
2008,Arizona,2008-11-04,John McCain,49.373538,JOHN MCCAIN
2008,Arkansas,2008-11-04,Barack Obama,42.823934,BARACK OBAMA
2008,Arkansas,2008-11-04,John McCain,51.925759,JOHN MCCAIN
2008,California,2008-11-04,Barack Obama,57.522385,BARACK OBAMA
2008,California,2008-11-04,John McCain,35.202295,JOHN MCCAIN
2008,Colorado,2008-11-04,Barack Obama,51.302013,BARACK OBAMA
2008,Colorado,2008-11-04,John McCain,44.45558,JOHN MCCAIN
2008,Connecticut,2008-11-04,Barack Obama,56.510289,BARACK OBAMA
2008,Connecticut,2008-11-04,John McCain,36.288263,JOHN MCCAIN
2008,Delaware,2008-11-04,Barack Obama,59.585339,BARACK OBAMA
2008,Delaware,2008-11-04,John McCain,35.343992,JOHN MCCAIN
2008,Florida,2008-11-04,Barack Obama,48.108337,BARACK OBAMA
2008,Florida,2008-11-04,John McCain,46.620754,JOHN MCCAIN
2008,Georgia,2008-11-04,Barack Obama,45.796409,BARACK OBAMA
2008,Georgia,2008-11-04,John McCain,50.060306,JOHN MCCAIN
2008,Hawaii,2008-11-04,Barack Obama,59.752297,BARACK OBAMA
2008,Hawaii,2008-11-04,John McCain,33.055045,JOHN MCCAIN
2008,Idaho,2008-11-04,Barack Obama,32.100732,BARACK OBAMA
2008,Idaho,2008-11-04,John McCain,60.262287,JOHN MCCAIN
2008,Illinois,2008-11-04,Barack Obama,59.354164,BARACK OBAMA
2008,Illinois,2008-11-04,John McCain,36.792375,JOHN MCCAIN
2008,Indiana,2008-11-04,Barack Obama,47.005797,BARACK OBAMA
2008,Indiana,2008-11-04,John McCain,48.007432,JOHN MCCAIN
2008,Iowa,2008-11-04,Barack Obama,52.852666,BARACK OBAMA
2008,Iowa,2008-11-04,John McCain,40.020787,JOHN MCCAIN
2008,Kansas,2008-11-04,Barack Obama,38.483246,BARACK OBAMA
2008,Kansas,2008-11-04,John McCain,55.198059,JOHN MCCAIN
2008,Kentucky,2008-11-04,Barack Obama,41.070429,BARACK OBAMA
2008,Kentucky,2008-11-04,John McCain,53.512526,JOHN MCCAIN
2008,Louisiana,2008-11-04,Barack Obama,41.531393,BARACK OBAMA
2008,Louisiana,2008-11-04,John McCain,52.142941,JOHN MCCAIN
2008,Maine,2008-11-04,Barack Obama,55.215782,BARACK OBAMA
2008,Maine,2008-11-04,John McCain,39.106609,JOHN MCCAIN
2008,Maryland,2008-11-04,Barack Obama,58.011276,BARACK OBAMA
2008,Maryland,2008-11-04,John McCain,37.447991,JOHN MCCAIN
2008,Massachusetts,2008-11-04,Barack Obama,56.361476,BARACK OBAMA
2008,Massachusetts,2008-11-04,John McCain,38.0118,JOHN MCCAIN
2008,Michigan,2008-11-04,Barack Obama,53.70322,BARACK OBAMA
2008,Michigan,2008-11-04,John McCain,40.474269,JOHN MCCAIN
2008,Minnesota,2008-11-04,Barack Obama,52.376347,BARACK OBAMA
2008,Minnesota,2008-11-04,John McCain,41.769365,JOHN MCCAIN
2008,Mississippi,2008-11-04,Barack Obama,41.028078,BARACK OBAMA
2008,Mississippi,2008-11-04,John McCain,52.134387,JOHN MCCAIN
2008,Missouri,2008-11-04,Barack Obama,47.35975,BARACK OBAMA
2008,Missouri,2008-11-04,John McCain,48.366582,JOHN MCCAIN
2008,Montana,2008-11-04,Barack Obama,44.86544,BARACK OBAMA
2008,Montana,2008-11-04,John McCain,49.9553,JOHN MCCAIN
2008,National,2008-11-04,Barack Obama,50.990174,BARACK OBAMA
2008,National,2008-11-04,John McCain,43.820694,JOHN MCCAIN
2008,Nebraska,2008-11-04,Barack Obama,37.480707,BARACK OBAMA
2008,Nebraska,2008-11-04,John McCain,56.518208,JOHN MCCAIN
2008,Nevada,2008-11-04,Barack Obama,50.390004,BARACK OBAMA
2008,Nevada,2008-11-04,John McCain,44.940076,JOHN MCCAIN
2008,New Hampshire,2008-11-04,Barack Obama,52.275229,BARACK OBAMA
2008,New Hampshire,2008-11-04,John McCain,41.479962,JOHN MCCAIN
2008,New Jersey,2008-11-04,Barack Obama,54.871929,BARACK OBAMA
2008,New Jersey,2008-11-04,John McCain,38.070582,JOHN MCCAIN
2008,New Mexico,2008-11-04,Barack Obama,53.42745,BARACK OBAMA
2008,New Mexico,2008-11-04,John McCain,43.638586,JOHN MCCAIN
2008,New York,2008-11-04,Barack Obama,61.370024,BARACK OBAMA
2008,New York,2008-11-04,John McCain,33.14513,JOHN MCCAIN
2008,North Carolina,2008-11-04,Barack Obama,48.35763,BARACK OBAMA
2008,North Carolina,2008-11-04,John McCain,47.537201,JOHN MCCAIN
2008,North Dakota,2008-11-04,Barack Obama,44.24359,BARACK OBAMA
2008,North Dakota,2008-11-04,John McCain,45.482196,JOHN MCCAIN
2008,Ohio,2008-11-04,Barack Obama,49.617053,BARACK OBAMA
2008,Ohio,2008-11-04,John McCain,45.06243,JOHN MCCAIN
2008,Oklahoma,2008-11-04,Barack Obama,35.542093,BARACK OBAMA
2008,Oklahoma,2008-11-04,John McCain,60.345032,JOHN MCCAIN
2008,Oregon,2008-11-04,Barack Obama,54.806549,BARACK OBAMA
2008,Oregon,2008-11-04,John McCain,39.513303,JOHN MCCAIN
2008,Pennsylvania,2008-11-04,Barack Obama,51.486452,BARACK OBAMA
2008,Pennsylvania,2008-11-04,John McCain,43.569344,JOHN MCCAIN
2008,Rhode Island,2008-11-04,Barack Obama,55.351109,BARACK OBAMA
2008,Rhode Island,2008-11-04,John McCain,35.97356,JOHN MCCAIN
2008,South Carolina,2008-11-04,Barack Obama,42.876454,BARACK OBAMA
2008,South Carolina,2008-11-04,John McCain,52.158721,JOHN MCCAIN
2008,South Dakota,2008-11-04,Barack Obama,42.894873,BARACK OBAMA
2008,South Dakota,2008-11-04,John McCain,51.822615,JOHN MCCAIN
2008,Tennessee,2008-11-04,Barack Obama,41.722512,BARACK OBAMA
2008,Tennessee,2008-11-04,John McCain,53.884657,JOHN MCCAIN
2008,Texas,2008-11-04,Barack Obama,42.507628,BARACK OBAMA
2008,Texas,2008-11-04,John McCain,54.721444,JOHN MCCAIN
2008,Utah,2008-11-04,Barack Obama,32.651839,BARACK OBAMA
2008,Utah,2008-11-04,John McCain,59.107982,JOHN MCCAIN
2008,Vermont,2008-11-04,Barack Obama,60.060211,BARACK OBAMA
2008,Vermont,2008-11-04,John McCain,33.011047,JOHN MCCAIN
2008,Virginia,2008-11-04,Barack Obama,50.345379,BARACK OBAMA
2008,Virginia,2008-11-04,John McCain,45.131525,JOHN MCCAIN
2008,Washington,2008-11-04,Barack Obama,53.835668,BARACK OBAMA
2008,Washington,2008-11-04,John McCain,40.286385,JOHN MCCAIN
2008,West Virginia,2008-11-04,Barack Obama,40.809777,BARACK OBAMA
2008,West Virginia,2008-11-04,John McCain,53.793842,JOHN MCCAIN
2008,Wisconsin,2008-11-04,Barack Obama,52.664907,BARACK OBAMA
2008,Wisconsin,2008-11-04,John McCain,40.688035,JOHN MCCAIN
2008,Wyoming,2008-11-04,Barack Obama,33.176088,BARACK OBAMA
2008,Wyoming,2008-11-04,John McCain,60.048928,JOHN MCCAIN
2012,Alabama,2012-11-06,Barack Obama,35.623535,BARACK OBAMA
2012,Alabama,2012-11-06,Mitt Romney,53.690322,MITT ROMNEY
2012,Arizona,2012-11-06,Barack Obama,44.002949,BARACK OBAMA
2012,Arizona,2012-11-06,Mitt Romney,52.525115,MITT ROMNEY
2012,Arkansas,2012-11-06,Barack Obama,32.926966,BARACK OBAMA
2012,Arkansas,2012-11-06,Mitt Romney,57.734143,MITT ROMNEY
2012,California,2012-11-06,Barack Obama,54.853727,BARACK OBAMA
2012,California,2012-11-06,Mitt Romney,39.275914,MITT ROMNEY
2012,Colorado,2012-11-06,Barack Obama,48.290802,BARACK OBAMA
2012,Colorado,2012-11-06,Mitt Romney,47.707898,MITT ROMNEY
2012,Connecticut,2012-11-06,Barack Obama,53.670551,BARACK OBAMA
2012,Connecticut,2012-11-06,Mitt Romney,41.265169,MITT ROMNEY
2012,District of Columbia,2012-11-06,Barack Obama,87.344071,BARACK OBAMA
2012,District of Columbia,2012-11-06,Mitt Romney,8.4494673,MITT ROMNEY
2012,Florida,2012-11-06,Barack Obama,47.634723,BARACK OBAMA
2012,Florida,2012-11-06,Mitt Romney,49.181008,MITT ROMNEY
2012,Georgia,2012-11-06,Barack Obama,43.65606,BARACK OBAMA
2012,Georgia,2012-11-06,Mitt Romney,53.397991,MITT ROMNEY
2012,Hawaii,2012-11-06,Barack Obama,61.42352,BARACK OBAMA
2012,Hawaii,2012-11-06,Mitt Romney,33.195114,MITT ROMNEY
2012,Idaho,2012-11-06,Barack Obama,27.09037,BARACK OBAMA
2012,Idaho,2012-11-06,Mitt Romney,62.799298,MITT ROMNEY
2012,Illinois,2012-11-06,Barack Obama,55.665689,BARACK OBAMA
2012,Illinois,2012-11-06,Mitt Romney,38.852062,MITT ROMNEY
2012,Indiana,2012-11-06,Barack Obama,42.112778,BARACK OBAMA
2012,Indiana,2012-11-06,Mitt Romney,53.07087,MITT ROMNEY
2012,Iowa,2012-11-06,Barack Obama,48.072818,BARACK OBAMA
2012,Iowa,2012-11-06,Mitt Romney,46.580157,MITT ROMNEY
2012,Kansas,2012-11-06,Barack Obama,33.987826,BARACK OBAMA
2012,Kansas,2012-11-06,Mitt Romney,55.563704,MITT ROMNEY
2012,Kentucky,2012-11-06,Barack Obama,38.72088,BARACK OBAMA
2012,Kentucky,2012-11-06,Mitt Romney,54.38845,MITT ROMNEY
2012,Louisiana,2012-11-06,Barack Obama,36.768243,BARACK OBAMA
2012,Louisiana,2012-11-06,Mitt Romney,54.552332,MITT ROMNEY
2012,ME-1,2012-11-06,Barack Obama,56.220226,BARACK OBAMA
2012,ME-1,2012-11-06,Mitt Romney,39.809959,MITT ROMNEY
2012,ME-2,2012-11-06,Barack Obama,49.425668,BARACK OBAMA
2012,ME-2,2012-11-06,Mitt Romney,46.112994,MITT ROMNEY
2012,Maine,2012-11-06,Barack Obama,52.556736,BARACK OBAMA
2012,Maine,2012-11-06,Mitt Romney,42.117294,MITT ROMNEY
2012,Maryland,2012-11-06,Barack Obama,57.525837,BARACK OBAMA
2012,Maryland,2012-11-06,Mitt Romney,37.484644,MITT ROMNEY
2012,Massachusetts,2012-11-06,Barack Obama,56.852048,BARACK OBAMA
2012,Massachusetts,2012-11-06,Mitt Romney,39.295166,MITT ROMNEY
2012,Michigan,2012-11-06,Barack Obama,49.748667,BARACK OBAMA
2012,Michigan,2012-11-06,Mitt Romney,45.507971,MITT ROMNEY
2012,Minnesota,2012-11-06,Barack Obama,50.850344,BARACK OBAMA
2012,Minnesota,2012-11-06,Mitt Romney,44.702421,MITT ROMNEY
2012,Missouri,2012-11-06,Barack Obama,42.372821,BARACK OBAMA
2012,Missouri,2012-11-06,Mitt Romney,54.177646,MITT ROMNEY
2012,Montana,2012-11-06,Barack Obama,43.484368,BARACK OBAMA
2012,Montana,2012-11-06,Mitt Romney,52.34363,MITT ROMNEY
2012,NE-1,2012-11-06,Barack Obama,39.953449,BARACK OBAMA
2012,NE-1,2012-11-06,Mitt Romney,49.875825,MITT ROMNEY
2012,NE-2,2012-11-06,Barack Obama,44.127826,BARACK OBAMA
2012,NE-2,2012-11-06,Mitt Romney,47.739852,MITT ROMNEY
2012,NE-3,2012-11-06,Barack Obama,27.06937,BARACK OBAMA
2012,NE-3,2012-11-06,Mitt Romney,62.841278,MITT ROMNEY
2012,National,2012-11-06,Barack Obama,48.100725,BARACK OBAMA
2012,National,2012-11-06,Mitt Romney,47.74572,MITT ROMNEY
2012,Nebraska,2012-11-06,Barack Obama,38.929304,BARACK OBAMA
2012,Nebraska,2012-11-06,Mitt Romney,56.307357,MITT ROMNEY
2012,Nevada,2012-11-06,Barack Obama,49.93103,BARACK OBAMA
2012,Nevada,2012-11-06,Mitt Romney,46.755681,MITT ROMNEY
2012,New Hampshire,2012-11-06,Barack Obama,48.49889,BARACK OBAMA
2012,New Hampshire,2012-11-06,Mitt Romney,47.566634,MITT ROMNEY
2012,New Jersey,2012-11-06,Barack Obama,52.229467,BARACK OBAMA
2012,New Jersey,2012-11-06,Mitt Romney,41.476088,MITT ROMNEY
2012,New Mexico,2012-11-06,Barack Obama,49.905268,BARACK OBAMA
